Organisation,Location,Date,Rocket_Status,Price,Mission_Status
Virgin Galactic,"VMS Eve, Mojave Air and Space Port, California, USA","Thu Sep 05, 2013",Active,0,Success
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China","Sun Sep 01, 2013 19:16 UTC",Active,64.68,Success
Land Launch,"Site 45/1, Baikonur Cosmodrome, Kazakhstan","Sat Aug 31, 2013 20:05 UTC",Retired,0,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Thu Aug 29, 2013 20:30 UTC",Active,200.0,Success
ULA,"SLC-6, Vandenberg SFB, California, USA","Wed Aug 28, 2013 18:03 UTC",Active,350.0,Success
Kosmotras,"Site 370/13, Yasny Cosmodrome, Russia","Thu Aug 22, 2013 14:39 UTC",Retired,29.0,Success
ULA,"SLC-37B, Cape Canaveral SFS, Florida, USA","Thu Aug 08, 2013 00:29 UTC",Retired,0,Success
MHI,"LA-Y2, Tanegashima Space Center, Japan","Sat Aug 03, 2013 19:48 UTC",Retired,112.5,Success
Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Sat Jul 27, 2013 20:45 UTC",Retired,20.0,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Thu Jul 25, 2013 19:54 UTC",Active,200.0,Success
CASC,"LC-9, Taiyuan Satellite Launch Center, China","Fri Jul 19, 2013 23:37 UTC",Active,64.68,Success
ULA,"SLC-41, Cape Canaveral SFS, Florida, USA","Fri Jul 19, 2013 13:00 UTC",Active,153.0,Success
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China","Mon Jul 15, 2013 09:27 UTC",Active,30.8,Success
Roscosmos,"Site 81/24, Baikonur Cosmodrome, Kazakhstan","Tue Jul 02, 2013 02:38 UTC",Active,65.0,Failure
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India","Mon Jul 01, 2013 18:11 UTC",Active,31.0,Success
Northrop,"Stargazer, Vandenberg SFB, California, USA","Fri Jun 28, 2013 02:27 UTC",Active,40.0,Success
VKS RF,"Site 175/59, Baikonur Cosmodrome, Kazakhstan","Thu Jun 27, 2013 16:53 UTC",Retired,0,Success
Arianespace,"ELS, Guiana Space Centre, French Guiana, France","Tue Jun 25, 2013 19:27 UTC",Active,30.0,Success
VKS RF,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Tue Jun 25, 2013 17:28 UTC",Active,20.0,Success
CASC,"Site 901 (SLS-1), Jiuquan Satellite Launch Center, China","Tue Jun 11, 2013 09:38 UTC",Active,0,Success
VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia","Fri Jun 07, 2013 18:37 UTC",Active,20.0,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Wed Jun 05, 2013 21:52 UTC",Retired,0,Success
ILS,"Site 200/39, Baikonur Cosmodrome, Kazakhstan","Mon Jun 03, 2013 09:18 UTC",Active,65.0,Success
Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Tue May 28, 2013 20:31 UTC",Retired,0,Success
ULA,"SLC-37B, Cape Canaveral SFS, Florida, USA","Sat May 25, 2013 00:27 UTC",Retired,0,Success
ULA,"SLC-41, Cape Canaveral SFS, Florida, USA","Wed May 15, 2013 21:38 UTC",Active,109.0,Success
ILS,"Site 200/39, Baikonur Cosmodrome, Kazakhstan","Tue May 14, 2013 16:01 UTC",Active,65.0,Success
Arianespace,"ELV-1, Guiana Space Centre, French Guiana, France","Tue May 07, 2013 02:06 UTC",Active,37.0,Success
CASC,"LC-2, Xichang Satellite Launch Center, China","Wed May 01, 2013 16:06 UTC",Active,29.15,Success
Virgin Galactic,"VMS Eve, Mojave Air and Space Port, California, USA","Mon Apr 29, 2013 15:02 UTC",Active,0,Success
VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia","Fri Apr 26, 2013 05:23 UTC",Active,25.0,Success
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China","Fri Apr 26, 2013 04:13 UTC",Active,29.75,Success
Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Wed Apr 24, 2013 10:12 UTC",Retired,20.0,Success
Northrop,"LP-0A, Wallops Flight Facility, Virginia, USA","Sun Apr 21, 2013 21:00 UTC",Retired,80.0,Success
Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Fri Apr 19, 2013 10:00 UTC",Active,17.42,Success
ILS,"Site 200/39, Baikonur Cosmodrome, Kazakhstan","Mon Apr 15, 2013 18:35 UTC",Active,65.0,Success
Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Thu Mar 28, 2013 20:43 UTC",Retired,0,Success
ILS,"Site 200/39, Baikonur Cosmodrome, Kazakhstan","Tue Mar 26, 2013 19:06 UTC",Active,65.0,Success
ULA,"SLC-41, Cape Canaveral SFS, Florida, USA","Tue Mar 19, 2013 21:21 UTC",Active,109.0,Success
SpaceX,"SLC-40, Cape Canaveral SFS, Florida, USA","Fri Mar 01, 2013 15:10 UTC",Retired,59.5,Success
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India","Mon Feb 25, 2013 12:31 UTC",Active,21.0,Success
ULA,"SLC-3E, Vandenberg SFB, California, USA","Mon Feb 11, 2013 18:02 UTC",Active,109.0,Success
Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Mon Feb 11, 2013 14:41 UTC",Retired,20.0,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Thu Feb 07, 2013 21:36 UTC",Active,200.0,Success
Starsem,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Wed Feb 06, 2013 16:04 UTC",Active,23.0,Success
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean","Fri Feb 01, 2013 06:55 UTC",Retired,0,Failure
ULA,"SLC-41, Cape Canaveral SFS, Florida, USA","Thu Jan 31, 2013 01:48 UTC",Active,109.0,Success
KARI,"LC-1, Naro Space Center, South Korea","Wed Jan 30, 2013 07:00 UTC",Retired,0,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan","Sun Jan 27, 2013 04:40 UTC",Active,90.0,Success
VKS RF,"Site 133/3, Plesetsk Cosmodrome, Russia","Tue Jan 15, 2013 16:24 UTC",Retired,13.0,Partial Failure
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Wed Dec 19, 2012 21:49 UTC",Active,200.0,Success
Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Wed Dec 19, 2012 12:12 UTC",Retired,0,Success
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China","Tue Dec 18, 2012 16:13 UTC",Active,29.75,Success
KCST,"Pad 1, Sohae Satellite Launching Station, North Korea","Wed Dec 12, 2012 00:49 UTC",Active,0,Success
ULA,"SLC-41, Cape Canaveral SFS, Florida, USA","Tue Dec 11, 2012 18:03 UTC",Retired,120.0,Success
ILS,"Site 200/39, Baikonur Cosmodrome, Kazakhstan","Sat Dec 08, 2012 13:13 UTC",Active,65.0,Partial Failure
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean","Mon Dec 03, 2012 20:43 UTC",Retired,0,Success
Arianespace,"ELS, Guiana Space Centre, French Guiana, France","Sun Dec 02, 2012 02:02 UTC",Active,30.0,Success
CASC,"LC-2, Xichang Satellite Launch Center, China","Tue Nov 27, 2012 10:13 UTC",Active,29.15,Success
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China","Sun Nov 25, 2012 04:06 UTC",Active,64.68,Success
ILS,"Site 200/39, Baikonur Cosmodrome, Kazakhstan","Tue Nov 20, 2012 18:30 UTC",Active,65.0,Success
CASC,"LC-9, Taiyuan Satellite Launch Center, China","Sun Nov 18, 2012 22:53 UTC",Active,30.8,Success
VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia","Wed Nov 14, 2012 11:42 UTC",Active,23.0,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Sat Nov 10, 2012 21:05 UTC",Active,200.0,Success
Roscosmos,"Site 81/24, Baikonur Cosmodrome, Kazakhstan","Fri Nov 02, 2012 21:03 UTC",Active,65.0,Success
Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Wed Oct 31, 2012 07:41 UTC",Retired,20.0,Success
CASC,"LC-2, Xichang Satellite Launch Center, China","Thu Oct 25, 2012 15:33 UTC",Retired,20.14,Success
Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Tue Oct 23, 2012 10:51 UTC",Retired,0,Success
ILS,"Site 81/24, Baikonur Cosmodrome, Kazakhstan","Sun Oct 14, 2012 08:36 UTC",Active,65.0,Success
CASC,"LC-9, Taiyuan Satellite Launch Center, China","Sun Oct 14, 2012 03:25 UTC",Active,30.8,Success
Arianespace,"ELS, Guiana Space Centre, French Guiana, France","Fri Oct 12, 2012 18:15 UTC",Active,30.0,Success
SpaceX,"SLC-40, Cape Canaveral SFS, Florida, USA","Mon Oct 08, 2012 00:35 UTC",Retired,59.5,Partial Failure
ULA,"SLC-37B, Cape Canaveral SFS, Florida, USA","Thu Oct 04, 2012 12:10 UTC",Retired,164.0,Success
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China","Sat Sep 29, 2012 04:12 UTC",Active,29.75,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Fri Sep 28, 2012 21:18 UTC",Active,200.0,Success
ISA,"Imam Khomeini Spaceport, Semnan Space Center, Iran","Sat Sep 22, 2012",Active,0,Failure
CASC,"LC-2, Xichang Satellite Launch Center, China","Tue Sep 18, 2012 19:10 UTC",Active,29.15,Success
Starsem,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Mon Sep 17, 2012 16:28 UTC",Active,23.0,Success
ULA,"SLC-3E, Vandenberg SFB, California, USA","Thu Sep 13, 2012 21:39 UTC",Active,109.0,Success
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India","Sun Sep 09, 2012 04:23 UTC",Active,21.0,Success
ULA,"SLC-41, Cape Canaveral SFS, Florida, USA","Thu Aug 30, 2012 08:05 UTC",Active,109.0,Success
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean","Sun Aug 19, 2012 06:54 UTC",Retired,0,Success
Roscosmos,"Site 81/24, Baikonur Cosmodrome, Kazakhstan","Mon Aug 06, 2012 19:31 UTC",Active,65.0,Failure
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Thu Aug 02, 2012 20:54 UTC",Active,200.0,Success
Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Wed Aug 01, 2012 19:35 UTC",Retired,20.0,Success
VKS RF,"Site 133/3, Plesetsk Cosmodrome, Russia","Sat Jul 28, 2012 01:35 UTC",Retired,13.0,Success
CASC,"LC-2, Xichang Satellite Launch Center, China","Wed Jul 25, 2012 15:43 UTC",Retired,20.14,Success
Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Sun Jul 22, 2012 06:41 UTC",Retired,0,Success
MHI,"LA-Y2, Tanegashima Space Center, Japan","Sat Jul 21, 2012 02:06 UTC",Retired,112.5,Success
Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Sun Jul 15, 2012 02:40 UTC",Retired,0,Success
ILS,"Site 81/24, Baikonur Cosmodrome, Kazakhstan","Mon Jul 09, 2012 18:38 UTC",Active,65.0,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Thu Jul 05, 2012 21:36 UTC",Active,200.0,Success
ULA,"SLC-37B, Cape Canaveral SFS, Florida, USA","Fri Jun 29, 2012 13:15 UTC",Active,350.0,Success
ULA,"SLC-41, Cape Canaveral SFS, Florida, USA","Wed Jun 20, 2012 12:28 UTC",Active,109.0,Success
CASC,"Site 901 (SLS-1), Jiuquan Satellite Launch Center, China","Sat Jun 16, 2012 10:37 UTC",Active,0,Success
Northrop,"Stargazer, Ronald Reagan Ballistic Missile Defense Test Site, Marshall Islands","Wed Jun 13, 2012 16:00 UTC",Active,40.0,Success
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean","Fri Jun 01, 2012 05:22 UTC",Retired,0,Success
CASC,"LC-9, Taiyuan Satellite Launch Center, China","Tue May 29, 2012 07:31 UTC",Active,64.68,Success
CASC,"LC-2, Xichang Satellite Launch Center, China","Sat May 26, 2012 15:56 UTC",Active,29.15,Success
ISA,"Imam Khomeini Spaceport, Semnan Space Center, Iran","Wed May 23, 2012",Active,0,Failure
SpaceX,"SLC-40, Cape Canaveral SFS, Florida, USA","Tue May 22, 2012 07:44 UTC",Retired,59.5,Success
ILS,"Site 81/24, Baikonur Cosmodrome, Kazakhstan","Thu May 17, 2012 19:12 UTC",Active,65.0,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan","Thu May 17, 2012 16:39 UTC",Active,90.0,Success
VKS RF,"Site 16/2, Plesetsk Cosmodrome, Russia","Thu May 17, 2012 14:05 UTC",Retired,20.0,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Tue May 15, 2012 22:13 UTC",Active,200.0,Success
Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Tue May 15, 2012 03:01 UTC",Retired,0,Success
CASC,"LC-9, Taiyuan Satellite Launch Center, China","Thu May 10, 2012 07:06 UTC",Active,64.68,Success
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China","Sun May 06, 2012 07:10 UTC",Active,29.75,Success
ULA,"SLC-41, Cape Canaveral SFS, Florida, USA","Fri May 04, 2012 18:42 UTC",Active,140.0,Success
CASC,"LC-2, Xichang Satellite Launch Center, China","Sun Apr 29, 2012 20:50 UTC",Active,29.15,Success
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India","Thu Apr 26, 2012 00:17 UTC",Active,31.0,Success
ILS,"Site 200/39, Baikonur Cosmodrome, Kazakhstan","Mon Apr 23, 2012 22:18 UTC",Active,65.0,Success
Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Fri Apr 20, 2012 12:50 UTC",Retired,20.0,Success
KCST,"Pad 1, Sohae Satellite Launching Station, North Korea","Thu Apr 12, 2012 22:38 UTC",Active,0,Failure
ULA,"SLC-6, Vandenberg SFB, California, USA","Tue Apr 03, 2012 23:12 UTC",Retired,0,Success
CASC,"LC-2, Xichang Satellite Launch Center, China","Sat Mar 31, 2012 10:27 UTC",Active,29.15,Success
Roscosmos,"Site 81/24, Baikonur Cosmodrome, Kazakhstan","Fri Mar 30, 2012 05:49 UTC",Retired,0,Success
ILS,"Site 200/39, Baikonur Cosmodrome, Kazakhstan","Sun Mar 25, 2012 12:10 UTC",Active,65.0,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Fri Mar 23, 2012 04:34 UTC",Retired,0,Success
ULA,"SLC-41, Cape Canaveral SFS, Florida, USA","Fri Feb 24, 2012 22:15 UTC",Active,153.0,Success
CASC,"LC-2, Xichang Satellite Launch Center, China","Fri Feb 24, 2012 16:12 UTC",Retired,20.14,Success
ILS,"Site 200/39, Baikonur Cosmodrome, Kazakhstan","Tue Feb 14, 2012 19:36 UTC",Active,65.0,Success
ESA,"ELV-1, Guiana Space Centre, French Guiana, France","Mon Feb 13, 2012 10:00 UTC",Active,37.0,Success
ISA,"Imam Khomeini Spaceport, Semnan Space Center, Iran","Fri Feb 03, 2012 00:00 UTC",Retired,0,Success
Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Wed Jan 25, 2012 23:06 UTC",Retired,20.0,Success
ULA,"SLC-37B, Cape Canaveral SFS, Florida, USA","Fri Jan 20, 2012 00:38 UTC",Retired,0,Success
CASC,"LC-3, Xichang Satellite Launch Center, China","Fri Jan 13, 2012 00:56 UTC",Active,69.7,Success
CASC,"LC-9, Taiyuan Satellite Launch Center, China","Mon Jan 09, 2012 03:17 UTC",Active,64.68,Success
Starsem,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Wed Dec 28, 2011 17:09 UTC",Active,23.0,Success
VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia","Fri Dec 23, 2011 12:08 UTC",Active,25.0,Failure
CASC,"LC-9, Taiyuan Satellite Launch Center, China","Thu Dec 22, 2011 03:26 UTC",Active,64.68,Success
Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Wed Dec 21, 2011 13:16 UTC",Retired,0,Success
CASC,"LC-2, Xichang Satellite Launch Center, China","Mon Dec 19, 2011 16:41 UTC",Active,29.15,Success
Arianespace,"ELS, Guiana Space Centre, French Guiana, France","Sat Dec 17, 2011 02:03 UTC",Active,30.0,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan","Mon Dec 12, 2011 01:21 UTC",Active,90.0,Success
Roscosmos,"Site 81/24, Baikonur Cosmodrome, Kazakhstan","Sun Dec 11, 2011 11:16 UTC",Active,65.0,Success
CASC,"LC-3, Xichang Satellite Launch Center, China","Thu Dec 01, 2011 21:07 UTC",Active,69.7,Success
CASC,"LC-9, Taiyuan Satellite Launch Center, China","Tue Nov 29, 2011 18:50 UTC",Active,30.8,Success
VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia","Mon Nov 28, 2011 08:25 UTC",Active,25.0,Success
ULA,"SLC-41, Cape Canaveral SFS, Florida, USA","Sat Nov 26, 2011 15:02 UTC",Active,145.0,Success
ILS,"Site 200/39, Baikonur Cosmodrome, Kazakhstan","Fri Nov 25, 2011 19:10 UTC",Active,65.0,Success
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China","Sun Nov 20, 2011 00:15 UTC",Active,29.75,Success
Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Mon Nov 14, 2011 04:14 UTC",Retired,0,Success
CASC,"LC-9, Taiyuan Satellite Launch Center, China","Wed Nov 09, 2011 03:21 UTC",Active,64.68,Success
Roscosmos,"Site 45/1, Baikonur Cosmodrome, Kazakhstan","Tue Nov 08, 2011 20:16 UTC",Retired,0,Success
Roscosmos,"Site 81/24, Baikonur Cosmodrome, Kazakhstan","Fri Nov 04, 2011 12:51 UTC",Active,65.0,Success
CASC,"Site 901 (SLS-1), Jiuquan Satellite Launch Center, China","Mon Oct 31, 2011 21:58 UTC",Active,0,Success
Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Sun Oct 30, 2011 10:11 UTC",Retired,20.0,Success
ULA,"SLC-2W, Vandenberg SFB, California, USA","Fri Oct 28, 2011 09:48 UTC",Retired,0,Success
Arianespace,"ELS, Guiana Space Centre, French Guiana, France","Fri Oct 21, 2011 10:30 UTC",Active,30.0,Success
ILS,"Site 200/39, Baikonur Cosmodrome, Kazakhstan","Wed Oct 19, 2011 18:48 UTC",Active,65.0,Success
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India","Wed Oct 12, 2011 05:31 UTC",Active,21.0,Success
CASC,"LC-2, Xichang Satellite Launch Center, China","Fri Oct 07, 2011 08:21 UTC",Active,29.15,Success
Land Launch,"Site 45/1, Baikonur Cosmodrome, Kazakhstan","Wed Oct 05, 2011 21:00 UTC",Retired,0,Success
VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia","Sun Oct 02, 2011 20:15 UTC",Active,25.0,Success
